city-city,dist
Lyon-Barcelona,532.5061247728357
Lyon-Gothenburg,1415.0017661771574
Lyon-Nuremburg,622.3980140462373
Lyon-Braunschweig,832.9483581925407
Lyon-Hanover,816.6271574987671
Lyon-Antwerp,606.5737491884119
Lyon-Brescia,420.3123660737709
Düsseldorf-Warsaw,987.2590417432511
Düsseldorf-Rotterdam,177.6529288045174
Düsseldorf-Prague,557.6099732158697
Düsseldorf-Lille,267.7649105985877
Düsseldorf-Turin,686.7914051742167
Düsseldorf-Utrecht,150.9207300701899
Düsseldorf-Budapest,983.022246517487
Düsseldorf-Toulouse,935.0910819580619
Düsseldorf-Bordeaux,895.741189341683
Düsseldorf-Bucharest,1624.4696337016853
Düsseldorf-Malmö,638.8421079538623
Düsseldorf-Nantes,754.7195385203343
Düsseldorf-The Hague,198.29799793645196
Düsseldorf-Bremen,248.84305547932897
Düsseldorf-Bonn,59.473844713754964
Düsseldorf-Dresden,488.04062413646164
Düsseldorf-Bologna,820.9975400747363
Düsseldorf-London,481.31765256106513
Düsseldorf-Valencia,1419.9060075957634
Düsseldorf-Naples,1289.5936364503984
Düsseldorf-Dublin,919.8157099507032
Düsseldorf-Athens,1983.8464640298353
Düsseldorf-Barcelona,1148.739214097016
Düsseldorf-Gothenburg,796.3807798698164
Düsseldorf-Nuremburg,362.1460948128177
Düsseldorf-Braunschweig,283.08662853082427
Düsseldorf-Hanover,240.90490426703255
Düsseldorf-Antwerp,166.09932137610275
Düsseldorf-Brescia,680.5241006142008
Warsaw-Rotterdam,1130.5032903357644
Warsaw-Prague,516.4122231271565
Warsaw-Lille,1255.0239508262391
Warsaw-Turin,1262.1670452706348
Warsaw-Utrecht,1084.141079886672
Warsaw-Budapest,545.9397458681193
Warsaw-Toulouse,1738.9842338203
Warsaw-Bordeaux,1784.5841953835102
Warsaw-Bucharest,947.2518794955888
Warsaw-Malmö,640.7466795981103
Warsaw-Nantes,1713.9014603108383
Warsaw-The Hague,1142.2134946746253
Warsaw-Bremen,829.3522910944467
Warsaw-Bonn,980.0690000719727
Warsaw-Dresden,518.9132994717497
Warsaw-Bologna,1118.227471919117
Warsaw-London,1451.236755208056
Warsaw-Valencia,2170.2261311820444
Warsaw-Naples,1365.6490542705067
Warsaw-Dublin,1831.6739470827645
Warsaw-Athens,1599.8521898452434
Warsaw-Barcelona,1867.7419677054468
Warsaw-Gothenburg,836.987097597324
Warsaw-Nuremburg,764.6122415642461
Warsaw-Braunschweig,715.0512282176834
Warsaw-Hanover,767.4216372660422
Warsaw-Antwerp,1149.638779925724
Warsaw-Brescia,1085.2578160917242
Rotterdam-Prague,729.4368544478392
Rotterdam-Lille,171.75523004768053
Rotterdam-Turin,797.1184273333988
Rotterdam-Utrecht,48.34543023202839
Rotterdam-Budapest,1159.586458284552
Rotterdam-Toulouse,950.1537703604738
Rotterdam-Bordeaux,870.8756506671706
Rotterdam-Bucharest,1800.97543171133
Rotterdam-Malmö,695.3058367137716
Rotterdam-Nantes,683.0924448805656
Rotterdam-The Hague,22.66557176975515
Rotterdam-Bremen,320.4782513839578
Rotterdam-Bonn,225.2976379133077
Rotterdam-Dresden,650.8527514837523
Rotterdam-Bologna,969.1122684827541
Rotterdam-London,320.88227862864517
Rotterdam-Valencia,1434.1878145877122
Rotterdam-Naples,1441.128303114319
Rotterdam-Dublin,743.7751180691683
Rotterdam-Athens,2156.4217721363066
Rotterdam-Barcelona,1184.0180201242345
Rotterdam-Gothenburg,803.5201394309695
Rotterdam-Nuremburg,539.4965847859244
Rotterdam-Braunschweig,415.50151994878314
Rotterdam-Hanover,363.30229752414965
Rotterdam-Antwerp,78.3313483125931
Rotterdam-Brescia,824.8351361414093
Prague-Lille,811.7089842466347
Prague-Turin,755.712461303051
Prague-Utrecht,691.3430632796072
Prague-Budapest,444.40043340171894
Prague-Toulouse,1222.5972040848205
Prague-Bordeaux,1272.6320722933247
Prague-Bucharest,1079.632781114391
Prague-Malmö,619.354617210906
Prague-Nantes,1222.704909864384
Prague-The Hague,747.2662370562491
Prague-Bremen,514.6561863702342
Prague-Bonn,529.4702955912655
Prague-Dresden,118.6364503847765
Prague-Bologna,664.1931161790797
Prague-London,1038.427131265793
Prague-Valencia,1659.0787731878827
Prague-Naples,1026.1259948845002
Prague-Dublin,1472.2002386059949
Prague-Athens,1533.3023900380479
Prague-Barcelona,1357.466605698961
Prague-Gothenburg,864.0084594547777
Prague-Nuremburg,254.6884922272344
Prague-Braunschweig,367.45893715382914
Prague-Hanover,416.8903367297948
Prague-Antwerp,722.0606932869986
Prague-Brescia,596.973112257497
Lille-Turin,708.7672465096236
Lille-Utrecht,214.88527747324179
Lille-Budapest,1217.7487844316151
Lille-Toulouse,791.2179743486964
Lille-Bordeaux,701.0539833691934
Lille-Bucharest,1856.1510095869662
Lille-Malmö,861.9897946113955
Lille-Nantes,513.090104329315
Lille-The Hague,179.25688759385554
Lille-Bremen,477.6199263068203
Lille-Bonn,282.8873385997904
Lille-Dresden,752.1853565330388
Lille-Bologna,923.0719042673425
Lille-London,243.43484003439278
Lille-Valencia,1272.0805775321633
Lille-Naples,1392.922942971883
Lille-Dublin,707.7648823592344
Lille-Athens,2153.6066743771134
Lille-Barcelona,1031.915251397776
Lille-Gothenburg,975.231875967687
Lille-Nuremburg,586.5611814471732
Lille-Braunschweig,547.0225193052208
Lille-Hanover,500.0690587566228
Lille-Antwerp,112.48505409845325
Lille-Brescia,777.2674307479374
Turin-Utrecht,803.6789936024323
Turin-Budapest,919.0639883301004
Turin-Toulouse,521.3353880728225
Turin-Bordeaux,652.2717370675288
Turin-Bucharest,1457.9118717734052
Turin-Malmö,1229.1043159632907
Turin-Nantes,753.2217540120198
Turin-The Hague,818.3744919875836
Turin-Bremen,894.3415417310631
Turin-Bonn,629.5361218692724
Turin-Dresden,803.9273542394627
Turin-Bologna,297.4397605593793
Turin-London,918.8321157335745
Turin-Valencia,909.1014076447519
Turin-Naples,715.7771712700629
Turin-Dublin,1366.1374677265094
Turin-Athens,1550.292977136563
Turin-Barcelona,606.3461801036003
Turin-Gothenburg,1436.7426103837374
Turin-Nuremburg,551.2410069021864
Turin-Braunschweig,826.9141797015371
Turin-Hanover,826.0010075664123
Turin-Antwerp,725.2366477826607
Turin-Brescia,206.18869986694276
Utrecht-Budapest,1125.1902307649252
Utrecht-Toulouse,981.5864525434497
Utrecht-Bordeaux,909.4476131572959
Utrecht-Bucharest,1766.1891503051938
Utrecht-Malmö,648.6660766692729
Utrecht-Nantes,727.7758623148558
Utrecht-The Hague,58.30774101017365
Utrecht-Bremen,272.1400078737995
Utrecht-Bonn,205.3265572108724
Utrecht-Dresden,609.201347782835
Utrecht-Bologna,962.02973234788
Utrecht-London,367.1436352696507
Utrecht-Valencia,1466.696028485632
Utrecht-Naples,1432.886910398875
Utrecht-Dublin,780.8697904295996
Utrecht-Athens,2134.766541462462
Utrecht-Barcelona,1211.7079179549266
Utrecht-Gothenburg,762.8170129314565
Utrecht-Nuremburg,511.42834592824755
Utrecht-Braunschweig,369.4903233145223
Utrecht-Hanover,316.72131650517366
Utrecht-Antwerp,109.8685915542363
Utrecht-Brescia,819.1418971063208
Budapest-Toulouse,1438.9506147659163
Budapest-Bordeaux,1543.3668096233894
Budapest-Bucharest,641.4479099948738
Budapest-Malmö,991.306256400782
Budapest-Nantes,1557.4284346610993
Budapest-The Hague,1178.932307509578
Budapest-Bremen,958.4709505590135
Budapest-Bonn,945.1108185655391
Budapest-Dresden,553.082625188916
Budapest-Bologna,685.7580488844796
Budapest-London,1455.2929615662176
Budapest-Valencia,1802.2219010460446
Budapest-Naples,831.2419360824931
Budapest-Dublin,1902.8377249618995
Budapest-Athens,1123.1610430561775
Budapest-Barcelona,1504.5609440978956
Budapest-Gothenburg,1232.0340016693021
Budapest-Nuremburg,631.239030135076
Budapest-Braunschweig,811.2809845310652
Budapest-Hanover,861.2609977892402
Budapest-Antwerp,1141.1981842060636
Budapest-Brescia,714.1392079031174
Toulouse-Bordeaux,212.98688626775316
Toulouse-Bucharest,1970.7195703786801
Toulouse-Malmö,1567.3647935742613
Toulouse-Nantes,464.24644188839056
Toulouse-The Hague,963.6601659266173
Toulouse-Bremen,1183.0300937241593
Toulouse-Bonn,896.649435282391
Toulouse-Dresden,1240.628201896613
Toulouse-Bologna,798.0733142155703
Toulouse-London,884.8220101386262
Toulouse-Valencia,485.88445057543345
Toulouse-Naples,1103.6340535866534
Toulouse-Dublin,1221.2090687947928
Toulouse-Athens,1974.4071738706907
Toulouse-Barcelona,254.60234714858214
Toulouse-Gothenburg,1730.1047647824112
Toulouse-Nuremburg,981.0118627990684
Toulouse-Braunschweig,1173.9985179996058
Toulouse-Hanover,1151.3701328085226
Toulouse-Antwerp,873.4171466338014
Toulouse-Brescia,727.5225798340698
Bordeaux-Bucharest,2108.758660619137
Bordeaux-Malmö,1534.2151505611332
Bordeaux-Nantes,273.178702256759
Bordeaux-The Hague,880.163206172814
Bordeaux-Bremen,1142.8298892048813
Bordeaux-Bonn,868.9395426395267
Bordeaux-Dresden,1270.754277601906
Bordeaux-Bologna,946.4321220508783
Bordeaux-London,741.1686608762376
Bordeaux-Valencia,598.4596801564987
Bordeaux-Naples,1294.2068109711402
Bordeaux-Dublin,1030.98634701856
Bordeaux-Athens,2161.7824907438912
Bordeaux-Barcelona,444.932690573959
Bordeaux-Gothenburg,1671.856253210374
Bordeaux-Nuremburg,1020.2440290518825
Bordeaux-Braunschweig,1160.632601618765
Bordeaux-Hanover,1129.2438830632213
Bordeaux-Antwerp,799.7179825925849
Bordeaux-Brescia,852.1123930646379
Bucharest-Malmö,1548.4636557320443
Bucharest-Nantes,2161.996686873292
Bucharest-The Hague,1820.227857261216
Bucharest-Bremen,1587.3669166526504
Bucharest-Bonn,1586.0908645048219
Bucharest-Dresden,1179.9193130757233
Bucharest-Bologna,1172.7643739976652
Bucharest-London,2095.313765398241
Bucharest-Valencia,2252.4574133954475
Bucharest-Naples,1044.5120620926964
Bucharest-Dublin,2544.2845481696854
Bucharest-Athens,743.4679994007557
Bucharest-Barcelona,1976.8535092056356
Bucharest-Gothenburg,1769.9686106681274
Bucharest-Nuremburg,1270.7152792419051
Bucharest-Braunschweig,1441.3361064710882
Bucharest-Hanover,1493.3269544073953
Bucharest-Antwerp,1782.1355106459648
Bucharest-Brescia,1256.765326316663
Malmö-Nantes,1374.6207827904032
Malmö-The Hague,695.5822185572565
Malmö-Bremen,391.6367423548302
Malmö-Bonn,671.4265928981782
Malmö-Dresden,506.7760151978646
Malmö-Bologna,1238.5994646174695
Malmö-London,980.4368682618787
Malmö-Valencia,2048.618814505649
Malmö-Naples,1640.5457762396384
Malmö-Dublin,1271.4403657346236
Malmö-Athens,2114.334987974571
Malmö-Barcelona,1766.4979366632824
Malmö-Gothenburg,245.42778041668083
Malmö-Nuremburg,694.2184474248398
Malmö-Braunschweig,404.4207334143514
Malmö-Hanover,417.52761813088983
Malmö-Antwerp,750.9972370901387
Malmö-Brescia,1134.542590131794
Nantes-The Hague,686.885280365184
Nantes-Bremen,987.1039455300216
Nantes-Bonn,744.5359352399184
Nantes-Dresden,1195.4254827709635
Nantes-Bologna,1046.9802538331096
Nantes-London,489.9543311154323
Nantes-Valencia,865.9149466016919
Nantes-Naples,1453.0101652039634
Nantes-Dublin,759.5452713500576
Nantes-Athens,2302.7095032769125
Nantes-Barcelona,712.1875123599641
Nantes-Gothenburg,1482.5178525430056
Nantes-Nuremburg,969.5108793775299
Nantes-Braunschweig,1036.17213696404
Nantes-Hanover,995.6201613880418
Nantes-Antwerp,623.6296463600179
Nantes-Brescia,925.7907826603995
The Hague-Bremen,326.54800049959033
The Hague-Bonn,247.20016814338118
The Hague-Dresden,666.7733512719002
The Hague-Bologna,991.7042265990513
The Hague-London,309.26136516007927
The Hague-Valencia,1446.9636163666664
The Hague-Naples,1463.7459672033158
The Hague-Dublin,725.1939073473059
The Hague-Athens,2178.54151661344
The Hague-Barcelona,1199.1548709886583
The Hague-Gothenburg,797.1038762540188
The Hague-Nuremburg,560.4148087594867
The Hague-Braunschweig,427.72365118842566
The Hague-Hanover,374.8063099459352
The Hague-Antwerp,96.18792093038238
The Hague-Brescia,847.3766889519122
Bremen-Bonn,287.9732901629279
Bremen-Dresden,407.6022890313664
Bremen-Bologna,972.0121336683342
Bremen-London,632.5524553635615
Bremen-Valencia,1667.1189209336953
Bremen-Naples,1421.2838432015412
Bremen-Dublin,1005.0480279131558
Bremen-Athens,2034.2787461784806
Bremen-Barcelona,1392.1664332138062
Bremen-Gothenburg,553.0502634069428
Bremen-Nuremburg,432.40866977835606
Bremen-Braunschweig,147.21858441465653
Bremen-Hanover,100.83987725488706
Bremen-Antwerp,365.2243425502828
Bremen-Brescia,844.608430167104
Bonn-Dresden,470.63805958985046
Bonn-Bologna,761.8071864718238
Bonn-London,511.4127085255521
Bonn-Valencia,1379.8056889903505
Bonn-Naples,1230.8421118105236
Bonn-Dublin,959.7893986013956
Bonn-Athens,1931.4608211290795
Bonn-Barcelona,1104.2830456575825
Bonn-Gothenburg,840.322421795856
Bonn-Nuremburg,317.46169750946655
Bonn-Braunschweig,294.15907972406933
Bonn-Hanover,260.3070604462791
Bonn-Antwerp,196.0877098190496
Bonn-Brescia,621.1053081471852
Dresden-Bologna,750.1718486974457
Dresden-London,967.5372618573347
Dresden-Valencia,1692.9981052517753
Dresden-Naples,1134.1728108138327
Dresden-Dublin,1387.4330645547307
Dresden-Athens,1651.0489251884762
Dresden-Barcelona,1394.219805066083
Dresden-Gothenburg,750.068270775544
Dresden-Nuremburg,260.7195768741935
Dresden-Braunschweig,261.4730263028679
Dresden-Hanover,314.08184509225146
Dresden-Antwerp,654.1037959241702
Dresden-Brescia,666.2035746864776
Bologna-London,1154.4633289773008
Bologna-Valencia,1118.749663760041
Bologna-Naples,472.3910671972542
Bologna-Dublin,1615.339648997171
Bologna-Athens,1263.4795815927012
Bologna-Barcelona,824.8499099809693
Bologna-Gothenburg,1470.0853700958512
Bologna-Nuremburg,551.8724761920244
Bologna-Braunschweig,865.722482117029
Bologna-Hanover,883.4730768582809
Bologna-Antwerp,908.8309613679318
Bologna-Brescia,145.9236190838798
London-Valencia,1338.6448621681493
London-Naples,1620.068282180865
London-Dublin,465.41467940538854
London-Athens,2394.6092291091877
London-Barcelona,1138.2146421067691
London-Gothenburg,1039.7312706005152
London-Nuremburg,824.5988552724501
London-Braunschweig,736.339283146044
London-Hanover,683.8437813307955
London-Antwerp,316.44077140221736
London-Brescia,1009.56010886619
Valencia-Naples,1258.6292125093007
Valencia-Dublin,1606.9967520413202
Valencia-Athens,2096.1598340677197
Valencia-Barcelona,302.75684215052536
Valencia-Gothenburg,2215.607120679913
Valencia-Nuremburg,1432.5438725067686
Valencia-Braunschweig,1650.9737048804327
Valencia-Hanover,1631.4246459634383
Valencia-Antwerp,1358.0390818963876
Valencia-Brescia,1099.5834660643545
Naples-Dublin,2076.3806375419904
Naples-Athens,871.0816764739508
Naples-Barcelona,1021.3911785575879
Naples-Gothenburg,1881.9525300222854
Naples-Nuremburg,989.778224727362
Naples-Braunschweig,1301.0986137664875
Naples-Hanover,1326.9592605580958
Naples-Antwerp,1381.2181472326208
Naples-Brescia,617.86102454799
Dublin-Athens,2859.9603557927217
Dublin-Barcelona,1471.5326669837657
Dublin-Gothenburg,1244.9803294894136
Dublin-Nuremburg,1277.141874586514
Dublin-Braunschweig,1135.474808428713
Dublin-Hanover,1080.8961940747358
Dublin-Antwerp,764.805520285829
Dublin-Brescia,1471.4226279642733
Athens-Barcelona,1883.6580645112913
Athens-Gothenburg,2355.062016624838
Athens-Nuremburg,1628.6819231653744
Athens-Braunschweig,1890.7120389087897
Athens-Hanover,1933.463140278483
Athens-Antwerp,2113.0353507025156
Athens-Brescia,1399.6610292968273
Barcelona-Gothenburg,1944.4083278655912
Barcelona-Nuremburg,1134.3685718424842
Barcelona-Braunschweig,1365.0161950587728
Barcelona-Hanover,1349.111964386721
Barcelona-Antwerp,1106.0918357774665
Barcelona-Brescia,798.0481448172396
Gothenburg-Nuremburg,919.9280234037637
Gothenburg-Braunschweig,612.9500582958669
Gothenburg-Hanover,610.8241205069213
Gothenburg-Antwerp,872.2841074335134
Gothenburg-Brescia,1359.0997295361612
Nuremburg-Braunschweig,314.4685646231444
Nuremburg-Hanover,337.19290112212946
Nuremburg-Antwerp,512.6020695235119
Nuremburg-Brescia,440.43735149117435
Braunschweig-Hanover,54.57896017345947
Braunschweig-Antwerp,437.9378308600195
Braunschweig-Brescia,748.2164521997478
Hanover-Antwerp,389.59237485414064
Hanover-Brescia,760.6141514805608
Antwerp-Brescia,763.5371551974024
